7/14/15/24 Time  UsedPercent HeapAlloc HeapObjects Alloc NumGC  NumGor
7/14/15/24 56 0 1140 0 4 10
7/14/15/34 56 0 1033 0 24 11
7/14/15/44 56 0 1001 0 46 11
7/14/15/54 56 0 2099 0 69 11
7/14/16/4 56 0 2105 0 90 11
7/14/16/14 58 0 819 0 113 11
7/14/16/24 58 0 1056 0 135 11
7/14/16/34 57 0 2134 0 155 11
7/14/16/44 56 0 835 0 157 11
7/14/16/54 56 0 1192 0 158 11
7/14/17/4 56 0 1099 0 159 11
7/14/17/14 56 0 1008 0 160 11
7/14/17/24 56 0 894 0 161 11
7/14/17/34 56 0 1390 0 161 11
7/14/17/44 56 0 1283 0 162 11
7/14/17/54 56 0 1192 0 163 11
7/14/18/4 56 0 1099 0 164 11
7/14/18/14 56 0 1008 0 165 11
7/14/18/24 56 0 894 0 166 11
7/14/18/34 56 0 1390 0 166 11
7/14/18/44 56 0 1283 0 167 11
7/14/18/54 56 0 1146 0 168 11
7/14/19/4 56 0 1053 0 169 11
7/14/19/14 56 0 962 0 170 11
7/14/19/24 55 0 848 0 171 11
7/14/19/34 55 0 1344 0 171 11
7/14/19/44 56 0 1237 0 172 11
7/14/19/54 56 0 1146 0 173 11
7/14/20/4 56 0 1053 0 174 11
7/14/20/14 56 0 1008 0 175 11
7/14/20/24 56 0 894 0 176 11
7/14/20/34 56 0 1390 0 176 11
7/14/20/44 56 0 1283 0 177 11
7/14/20/54 56 0 1192 0 178 11
