7/14/15/36 1 1 0 1 1 0
7/14/15/48 1 1 0 1 3 0
7/14/16/0 1 1 0 1 4 0
7/14/16/12 1 1 0 1 6 0
7/14/16/24 1 1 0 1 8 0
7/14/16/36 0 1 1 0 9 0
7/14/16/48 0 1 1 0 9 0
7/14/17/0 0 1 1 0 9 0
7/14/17/13 0 1 1 0 9 0
7/14/17/25 0 1 1 0 9 0
7/14/17/37 0 1 1 0 9 0
7/14/17/49 0 1 1 0 9 0
7/14/18/1 0 1 1 0 9 0
7/14/18/13 0 1 1 0 9 0
7/14/18/25 0 1 1 0 9 0
7/14/18/37 0 1 1 0 9 0
7/14/18/49 0 1 1 0 9 0
7/14/19/1 0 1 1 0 9 0
7/14/19/13 0 1 1 0 9 0
7/14/19/25 0 1 1 0 9 0
7/14/19/37 0 1 1 0 9 0
7/14/19/49 0 1 1 0 9 0
7/14/20/1 0 1 1 0 9 0
7/14/20/13 0 1 1 0 9 0
7/14/20/25 0 1 1 0 9 0
7/14/20/37 0 1 1 0 9 0
7/14/20/49 0 1 1 0 9 0
7/14/21/1 0 1 1 0 9 0
